timestamp,vibration,temperature,belt_speed,tension,motor_current,alignment,fault_condition
2026-01-09 11:55:00,3.404,52.17,2.632,102.17,94.35,0.546,Normal
2026-01-15 16:30:00,2.571,60.38,2.459,140.48,134.44,0.938,Overload
2026-01-02 18:10:00,7.738,61.91,2.583,106.91,127.77,2.317,Belt Damage
2026-01-10 07:05:00,2.886,61.65,2.491,89.05,107.74,0.69,Normal
2026-01-11 09:35:00,6.168,57.24,3.223,84.51,124.33,0.781,Belt Damage
2026-01-07 17:50:00,2.406,66.28,2.244,99.21,140.56,2.269,Overload
2026-01-05 05:50:00,3.297,36.07,2.938,87.93,95.15,1.189,Normal
2026-01-04 20:45:00,1.849,56.38,2.491,102.41,98.1,0.391,Normal
2026-01-07 14:45:00,2.196,63.76,3.192,82.53,110.83,1.022,Normal
2026-01-12 21:15:00,3.663,43.67,2.694,82.38,86.26,0.915,Normal
2026-01-07 12:25:00,2.888,67.4,2.986,109.79,87.64,0.403,Normal
2026-01-17 05:20:00,4.37,75.4,2.773,113.6,154.32,2.069,Overload
2026-01-02 12:05:00,3.676,48.84,2.996,97.07,114.02,0.925,Normal
2026-01-09 05:00:00,2.401,57.54,2.512,126.21,104.48,3.445,Misalignment
2026-01-11 22:50:00,5.153,65.05,2.977,104.4,136.75,0.926,Normal
2026-01-10 20:15:00,3.523,53.87,2.652,69.16,112.39,1.396,Belt Damage
2026-01-08 06:20:00,1.833,48.34,2.659,109.44,119.64,0.853,Normal
2026-01-11 10:50:00,1.829,51.8,2.778,94.29,112.77,0.526,Normal
2026-01-11 23:30:00,3.271,57.16,3.1,91.09,111.18,0.644,Normal
2026-01-11 05:25:00,4.661,54.19,2.791,109.83,105.67,0.586,Normal
2026-01-14 14:20:00,1.886,62.73,3.012,124.97,159.72,1.554,Overload
2026-01-11 03:00:00,3.08,62.87,2.605,100.82,122.45,1.226,Overload
2026-01-04 19:50:00,6.392,54.26,2.682,83.15,101.54,1.1,Belt Damage
2026-01-06 00:40:00,5.685,43.66,2.391,107.41,162.92,1.129,Joint Failure
2026-01-06 23:20:00,3.008,61.66,2.854,101.75,107.49,0.186,Normal
2026-01-16 16:30:00,2.306,51.56,3.038,83.1,97.52,1.177,Normal
2026-01-14 08:10:00,3.054,51.93,2.704,112.72,116.69,0.97,Normal
2026-01-01 13:00:00,4.435,61.03,2.732,108.76,112.04,3.648,Misalignment
2026-01-11 08:10:00,4.105,71.05,2.962,128.42,146.9,1.502,Overload
2026-01-07 03:45:00,4.315,52.12,2.516,87.71,106.35,3.56,Joint Failure
2026-01-03 03:15:00,5.457,72.08,3.107,112.6,128.5,2.199,Joint Failure
2026-01-03 05:35:00,3.978,44.42,2.879,107.61,95.01,1.14,Normal
2026-01-07 17:15:00,4.285,77.35,2.531,128.4,148.94,1.082,Overload
2026-01-15 20:25:00,2.085,45.74,2.902,77.15,118.02,0.82,Normal
2026-01-04 17:00:00,4.128,61.08,2.717,103.93,96.52,0.706,Normal
2026-01-16 11:10:00,6.506,61.31,2.572,109.61,114.54,0.86,Belt Damage
2026-01-15 10:10:00,3.865,65.91,2.943,95.39,105.62,0.718,Normal
2026-01-15 17:15:00,3.096,46.47,3.112,95.19,82.7,1.282,Normal
2026-01-17 21:40:00,5.408,74.47,2.733,80.73,79.05,5.112,Misalignment
2026-01-02 03:30:00,2.085,48.55,2.454,106.46,140.37,0.413,Normal
2026-01-08 03:25:00,2.13,53.05,2.941,68.24,100.82,1.101,Normal
2026-01-10 04:30:00,3.675,59.11,2.964,125.71,132.45,3.08,Joint Failure
2026-01-08 14:35:00,3.918,68.71,1.931,88.81,117.17,0.752,Belt Damage
2026-01-03 03:50:00,3.363,57.06,2.513,77.42,104.24,0.941,Normal
2026-01-06 12:55:00,3.418,52.07,2.385,78.18,96.13,3.2,Misalignment
2026-01-11 02:55:00,5.213,67.65,2.757,114.86,98.41,2.776,Misalignment
2026-01-17 17:45:00,3.329,52.7,2.539,96.86,97.74,0.403,Normal
2026-01-14 12:50:00,2.855,48.58,2.85,72.17,103.53,1.146,Normal
2026-01-07 15:55:00,3.982,45.97,3.172,96.68,89.21,0.815,Normal
2026-01-15 11:45:00,2.446,48.45,2.922,88.85,89.72,0.954,Normal
2026-01-16 13:05:00,2.758,58.06,2.683,89.97,93.82,0.615,Normal
2026-01-03 14:55:00,4.02,64.43,2.247,111.32,118.62,1.045,Overload
2026-01-02 19:10:00,9.091,66.5,2.352,115.73,145.26,2.166,Joint Failure
2026-01-14 04:55:00,5.741,73.23,2.206,71.42,103.18,0.337,Joint Failure
2026-01-01 02:40:00,3.328,61.05,2.865,112.04,101.7,0.688,Normal
2026-01-11 04:45:00,3.127,48.76,2.831,91.05,119.75,2.038,Misalignment
2026-01-05 00:25:00,4.822,58.1,2.477,77.28,111.65,1.703,Belt Damage
2026-01-03 14:00:00,2.351,41.54,2.683,92.91,113.08,1.071,Normal
2026-01-06 04:45:00,2.982,50.53,3.214,83.39,114.73,1.064,Normal
2026-01-13 00:15:00,4.947,65.63,2.627,102.11,136.8,1.791,Misalignment
2026-01-14 00:55:00,1.846,53.55,2.773,86.99,95.46,1.137,Normal
2026-01-09 23:55:00,5.176,60.17,3.013,100.22,130.23,1.208,Overload
2026-01-03 17:15:00,0.609,52.83,3.376,77.38,102.84,0.724,Normal
2026-01-13 03:05:00,4.574,60.79,2.629,101.25,124.49,2.015,Belt Damage
2026-01-11 05:45:00,8.605,72.91,2.681,128.35,144.72,1.342,Joint Failure
2026-01-01 19:05:00,4.917,61.97,3.009,111.51,115.51,1.565,Misalignment
2026-01-03 23:25:00,3.47,46.27,2.71,93.78,121.55,0.729,Normal
2026-01-08 20:50:00,3.987,59.17,3.126,106.31,105.58,4.3,Misalignment
2026-01-15 20:10:00,5.644,58.23,2.435,100.82,107.55,3.58,Misalignment
2026-01-02 10:00:00,0.948,52.07,2.93,72.93,114.32,1.764,Belt Damage
2026-01-01 14:10:00,4.72,63.19,2.637,99.4,103.02,2.463,Misalignment
2026-01-02 21:00:00,6.052,54.79,2.108,57.01,101.72,0.794,Joint Failure
2026-01-08 16:10:00,4.669,59.61,2.334,134.86,138.83,1.593,Overload
2026-01-09 00:00:00,7.288,69.75,2.791,106.86,135.32,0.838,Joint Failure
2026-01-09 21:55:00,3.946,61.78,2.834,86.0,143.33,0.399,Normal
2026-01-03 03:05:00,2.708,68.7,2.465,75.73,106.27,0.864,Normal
2026-01-08 07:05:00,2.79,62.83,2.734,91.18,142.02,0.5,Normal
2026-01-07 06:40:00,2.807,56.43,3.069,106.14,107.51,1.019,Normal
2026-01-12 22:30:00,7.952,63.87,3.5,113.61,128.03,2.883,Joint Failure
2026-01-05 00:45:00,3.014,50.05,2.421,104.53,119.63,0.982,Normal
2026-01-15 16:05:00,4.921,39.2,2.597,113.47,100.28,1.405,Overload
2026-01-11 19:55:00,3.246,44.63,2.942,103.34,97.58,1.46,Normal
2026-01-13 16:20:00,4.81,65.0,2.32,85.78,115.65,1.659,Belt Damage
2026-01-06 14:10:00,4.529,49.35,2.041,76.54,116.65,1.204,Belt Damage
2026-01-07 17:00:00,5.287,69.88,2.729,119.82,101.31,4.0,Misalignment
2026-01-11 12:15:00,4.456,39.76,2.935,81.83,117.09,3.034,Misalignment
2026-01-02 23:00:00,3.355,53.28,2.843,104.88,96.25,0.81,Normal
2026-01-13 09:35:00,2.498,60.05,2.931,94.53,132.14,0.96,Normal
2026-01-15 17:55:00,3.443,53.48,2.969,128.31,90.02,0.262,Normal
2026-01-09 07:00:00,5.234,66.69,2.874,125.85,140.54,1.33,Overload
2026-01-06 02:35:00,5.38,63.35,2.413,95.88,129.68,1.408,Overload
2026-01-10 03:10:00,6.157,51.74,3.057,87.61,135.24,3.465,Misalignment
2026-01-07 08:55:00,5.017,62.55,2.915,66.3,76.04,1.91,Misalignment
2026-01-18 02:40:00,4.757,53.91,2.778,118.77,134.62,1.409,Overload
2026-01-13 01:35:00,3.048,62.5,2.422,98.51,150.59,1.163,Overload
2026-01-06 07:45:00,4.14,46.32,2.754,94.48,110.27,0.933,Normal
2026-01-16 00:35:00,3.108,63.77,2.87,116.42,146.75,2.171,Joint Failure
2026-01-09 15:00:00,2.43,31.97,2.692,96.29,87.89,0.416,Normal
2026-01-15 14:35:00,2.506,51.4,2.928,110.78,102.56,1.106,Normal
2026-01-05 01:40:00,4.222,58.38,2.323,108.92,133.16,3.579,Misalignment
2026-01-05 22:55:00,6.361,71.66,2.235,116.42,110.19,1.776,Joint Failure
2026-01-02 03:05:00,2.461,56.98,2.847,115.92,149.67,0.605,Overload
2026-01-04 15:35:00,3.448,44.63,2.86,106.06,91.44,0.369,Normal
2026-01-12 12:35:00,4.171,69.56,2.862,105.32,165.33,1.716,Overload
2026-01-17 09:25:00,4.425,40.59,2.758,93.68,88.46,0.757,Normal
2026-01-14 10:00:00,3.412,54.01,2.772,93.8,109.92,0.908,Normal
2026-01-10 00:55:00,2.52,62.99,3.218,93.5,81.38,0.05,Normal
2026-01-07 00:50:00,2.043,47.88,2.607,86.47,111.07,0.446,Normal
2026-01-05 03:40:00,6.956,68.23,2.37,110.92,123.93,0.396,Joint Failure
2026-01-03 03:40:00,2.561,60.24,3.173,75.06,128.86,0.661,Normal
2026-01-05 18:30:00,1.874,63.59,3.178,91.16,99.99,0.462,Normal
2026-01-10 23:55:00,4.368,45.06,2.56,83.85,89.2,1.179,Normal
2026-01-05 03:05:00,4.215,54.32,2.21,150.94,154.4,1.365,Overload
2026-01-02 03:20:00,2.936,65.66,2.755,79.32,103.75,0.522,Normal
2026-01-03 06:00:00,4.38,75.43,2.307,111.16,127.21,0.454,Overload
2026-01-04 02:45:00,5.233,52.32,2.506,59.49,132.51,1.556,Belt Damage
2026-01-14 11:30:00,6.304,54.43,2.842,81.53,113.42,2.219,Joint Failure
2026-01-04 21:35:00,3.226,57.88,2.72,115.56,118.99,1.106,Overload
2026-01-07 13:35:00,3.754,53.98,2.505,112.32,96.5,0.666,Normal
2026-01-17 02:55:00,3.501,59.09,2.521,104.19,102.23,0.576,Normal
2026-01-17 15:15:00,6.217,54.23,2.643,131.88,118.64,1.387,Joint Failure
2026-01-16 17:25:00,4.029,40.17,2.558,112.25,123.27,1.58,Normal
2026-01-15 16:50:00,4.154,53.35,3.328,97.57,108.68,0.263,Normal
2026-01-06 12:45:00,4.888,46.57,3.287,86.54,109.73,0.587,Normal
2026-01-12 12:00:00,3.662,53.95,2.5,101.8,148.2,2.034,Overload
2026-01-09 20:15:00,3.981,63.4,3.254,74.81,111.83,1.072,Normal
2026-01-06 08:45:00,3.063,60.36,3.5,83.96,137.08,0.966,Normal
2026-01-16 01:20:00,4.635,49.89,2.388,120.51,116.91,3.604,Misalignment
2026-01-04 13:15:00,6.615,67.59,2.692,131.83,125.35,1.512,Joint Failure
2026-01-07 20:15:00,5.786,60.26,2.357,89.27,123.79,2.595,Belt Damage
2026-01-18 07:40:00,4.003,65.63,2.506,110.48,139.33,0.921,Overload
2026-01-06 22:50:00,3.85,65.53,2.449,91.89,103.22,0.091,Normal
2026-01-06 23:05:00,4.407,55.33,2.336,131.74,151.13,1.0,Overload
2026-01-06 03:05:00,3.446,59.33,2.705,120.03,99.56,0.689,Overload
2026-01-03 19:25:00,2.905,56.52,2.763,93.35,93.16,0.195,Normal
2026-01-10 21:30:00,7.119,75.03,2.61,91.89,143.52,3.323,Misalignment
2026-01-04 09:30:00,4.153,47.28,2.765,70.78,99.41,0.705,Normal
2026-01-17 06:35:00,2.364,41.82,2.573,100.36,106.23,0.962,Normal
2026-01-17 23:55:00,2.2,55.64,3.18,102.27,96.36,1.376,Normal
2026-01-06 20:20:00,3.121,63.44,2.723,70.35,111.32,0.982,Normal
2026-01-17 04:20:00,5.021,68.15,2.682,105.93,140.91,1.69,Normal
2026-01-06 06:10:00,2.772,52.58,2.789,91.42,98.61,0.505,Normal
2026-01-09 08:20:00,5.567,56.92,2.76,93.37,108.4,3.471,Misalignment
2026-01-08 00:25:00,3.446,59.84,2.655,103.01,129.93,2.987,Misalignment
2026-01-16 19:25:00,4.434,61.09,2.589,90.26,97.93,0.986,Belt Damage
2026-01-07 03:15:00,4.443,51.22,2.461,91.19,96.99,1.413,Normal
2026-01-01 14:30:00,4.061,71.54,2.669,97.04,112.97,4.657,Misalignment
2026-01-06 09:30:00,2.921,44.68,3.286,108.85,106.84,0.05,Normal
2026-01-15 15:15:00,4.82,67.97,3.179,87.64,125.8,1.494,Belt Damage
2026-01-06 03:30:00,2.747,47.68,2.842,105.42,80.14,0.335,Normal
2026-01-16 11:45:00,2.776,49.08,2.792,99.21,99.2,0.583,Normal
2026-01-01 18:05:00,2.908,79.28,2.259,104.32,141.02,1.371,Overload
2026-01-14 14:10:00,4.237,54.15,2.204,104.33,98.88,1.144,Joint Failure
2026-01-13 22:00:00,2.665,49.59,2.551,106.81,95.5,0.832,Normal
2026-01-03 09:30:00,3.48,53.93,2.748,107.9,122.79,0.39,Normal
2026-01-09 22:45:00,4.899,56.83,3.055,93.45,91.06,2.874,Misalignment
2026-01-08 18:05:00,5.545,67.01,2.389,93.33,84.89,2.219,Belt Damage
2026-01-08 18:30:00,3.644,30.95,2.799,108.72,91.74,0.996,Normal
2026-01-04 20:10:00,3.998,59.04,3.06,106.37,113.06,0.264,Normal
2026-01-07 05:05:00,2.924,56.78,2.451,95.62,122.06,0.484,Normal
2026-01-12 01:40:00,4.292,74.14,2.654,70.69,125.53,1.83,Belt Damage
2026-01-09 11:00:00,3.478,58.02,2.483,106.86,99.24,1.198,Normal
2026-01-03 02:55:00,3.077,67.63,2.776,123.57,133.67,1.37,Overload
2026-01-13 17:00:00,3.369,52.46,2.486,71.52,92.26,0.91,Normal
2026-01-13 21:15:00,4.458,62.15,2.588,123.11,131.04,1.385,Overload
2026-01-03 00:00:00,3.36,54.12,3.134,81.65,124.98,0.485,Normal
2026-01-08 03:55:00,3.836,54.63,3.255,101.72,107.75,0.604,Normal
2026-01-16 09:35:00,2.256,51.34,2.675,110.61,104.61,0.924,Normal
2026-01-05 02:20:00,4.465,69.4,2.831,146.37,148.63,0.818,Joint Failure
2026-01-04 02:00:00,3.611,47.65,2.958,105.27,85.15,0.41,Normal
2026-01-11 20:40:00,8.296,66.37,2.659,94.83,99.4,1.604,Joint Failure
2026-01-07 00:20:00,2.219,45.77,2.615,112.03,90.67,1.04,Normal
2026-01-10 05:55:00,3.805,46.23,2.339,113.64,110.14,2.351,Misalignment
2026-01-03 20:05:00,3.481,50.82,2.856,77.65,89.55,1.02,Normal
2026-01-12 09:05:00,1.815,56.53,2.518,85.16,110.91,0.493,Normal
2026-01-07 10:55:00,4.863,79.82,2.63,104.6,146.51,0.813,Overload
2026-01-01 17:20:00,3.243,61.15,2.755,98.73,107.01,0.879,Normal
2026-01-02 00:25:00,1.953,44.94,2.981,109.96,112.39,1.12,Normal
2026-01-04 21:15:00,4.061,58.14,2.81,91.4,103.24,1.117,Normal
2026-01-08 16:25:00,4.548,75.42,2.397,87.16,166.57,2.316,Joint Failure
2026-01-06 14:05:00,3.314,45.18,2.878,97.99,93.05,0.465,Normal
2026-01-05 09:20:00,3.778,65.12,2.923,94.64,105.52,0.953,Normal
2026-01-04 10:30:00,4.086,73.4,2.535,111.91,168.69,0.973,Overload
2026-01-15 13:45:00,3.261,54.0,3.2,90.1,93.62,0.05,Normal
2026-01-06 14:40:00,4.452,60.73,1.507,129.1,121.31,1.035,Joint Failure
2026-01-02 05:25:00,1.92,48.39,2.908,79.76,114.24,1.159,Normal
2026-01-16 19:45:00,4.49,56.84,2.646,82.54,123.22,3.737,Misalignment
2026-01-08 00:30:00,8.303,59.02,2.65,127.31,126.22,2.205,Joint Failure
2026-01-13 19:30:00,5.152,72.4,2.894,97.61,127.23,0.856,Belt Damage
2026-01-09 20:55:00,6.173,57.5,2.748,116.91,105.95,1.585,Joint Failure
2026-01-11 14:00:00,3.56,51.98,3.162,89.17,112.91,0.693,Normal
2026-01-05 06:20:00,5.616,76.47,2.199,124.78,136.95,2.074,Joint Failure
2026-01-01 21:35:00,1.934,50.34,2.845,99.02,93.96,1.169,Normal
2026-01-06 06:35:00,6.104,65.17,2.838,80.78,138.48,0.767,Joint Failure
2026-01-07 04:05:00,1.604,56.58,2.99,91.62,123.6,0.561,Normal
2026-01-17 10:55:00,6.182,57.89,2.793,98.01,96.53,3.124,Misalignment
2026-01-07 03:30:00,3.701,45.3,2.835,87.14,96.94,0.05,Normal
2026-01-16 02:45:00,7.777,62.42,2.297,84.3,106.46,3.07,Joint Failure
2026-01-01 04:20:00,4.177,66.49,2.289,93.84,121.67,0.938,Joint Failure
2026-01-13 01:25:00,2.046,61.81,2.354,109.93,153.64,1.669,Overload
2026-01-17 06:15:00,3.119,64.51,2.343,98.37,111.75,0.537,Normal
2026-01-16 07:35:00,3.616,61.77,3.06,104.23,115.83,0.124,Normal
2026-01-09 08:45:00,2.341,59.41,2.445,74.43,107.27,0.362,Normal
2026-01-10 16:15:00,4.389,59.0,2.533,78.56,91.39,0.739,Normal
2026-01-09 03:20:00,3.002,62.91,2.087,109.32,122.6,1.629,Joint Failure
2026-01-04 14:05:00,2.193,52.4,2.716,105.15,111.07,0.05,Normal
2026-01-04 19:25:00,3.187,68.37,2.804,75.73,96.4,0.843,Normal
2026-01-02 21:15:00,3.724,68.09,2.52,103.3,131.33,3.532,Misalignment
2026-01-04 15:10:00,3.013,47.43,3.013,118.13,92.91,1.166,Normal
2026-01-07 13:50:00,2.327,50.97,2.759,98.02,64.61,2.5,Misalignment
2026-01-16 04:40:00,2.319,53.68,2.602,100.31,111.58,0.617,Normal
2026-01-01 02:30:00,5.471,56.44,2.806,101.14,119.49,2.22,Misalignment
2026-01-03 12:25:00,5.748,59.68,2.957,93.58,88.57,1.112,Belt Damage
2026-01-18 05:25:00,3.198,49.82,2.639,90.13,110.36,1.245,Normal
2026-01-17 09:10:00,4.694,64.92,2.979,92.59,114.18,1.224,Normal
2026-01-14 13:15:00,4.098,55.25,3.019,92.28,111.67,0.942,Normal
2026-01-05 22:50:00,2.671,45.61,2.741,83.2,96.79,0.944,Normal
2026-01-09 16:05:00,5.465,58.14,2.868,79.18,123.16,0.851,Belt Damage
2026-01-02 12:20:00,3.166,51.91,2.867,90.69,82.59,1.197,Normal
2026-01-09 13:50:00,1.708,58.14,3.325,115.21,108.11,0.755,Normal
2026-01-04 04:00:00,5.59,55.47,2.766,85.98,111.94,2.198,Misalignment
2026-01-15 15:50:00,3.695,54.98,2.464,96.86,118.93,2.041,Belt Damage
2026-01-16 02:40:00,3.553,64.5,2.783,91.89,106.31,0.453,Normal
2026-01-16 16:00:00,1.954,47.88,2.719,85.55,74.67,0.483,Normal
2026-01-16 10:15:00,1.793,55.82,2.5,90.49,97.11,0.314,Normal
2026-01-08 22:35:00,2.432,54.56,2.953,88.96,92.03,1.004,Normal
2026-01-16 23:05:00,3.534,52.69,2.398,115.45,98.44,0.241,Normal
2026-01-05 07:10:00,5.514,40.54,2.269,76.1,116.71,1.354,Joint Failure
2026-01-04 03:15:00,5.224,58.14,2.352,88.59,106.75,3.758,Misalignment
2026-01-13 13:40:00,3.67,57.35,2.636,89.04,116.41,3.438,Misalignment
2026-01-12 05:15:00,3.869,51.31,2.531,98.56,118.42,2.335,Misalignment
2026-01-10 22:15:00,2.473,56.05,2.804,95.14,92.75,1.141,Normal
2026-01-02 18:15:00,5.626,62.95,2.809,66.68,140.29,1.294,Belt Damage
2026-01-12 04:25:00,2.022,55.54,2.589,92.3,113.74,1.156,Normal
2026-01-01 15:15:00,3.93,70.05,2.718,70.22,135.09,0.213,Belt Damage
2026-01-06 10:20:00,4.035,52.85,2.849,106.76,95.76,0.94,Belt Damage
2026-01-10 09:20:00,3.692,66.21,2.996,153.84,139.69,1.175,Overload
2026-01-02 02:45:00,3.277,55.66,2.874,93.35,130.74,0.783,Overload
2026-01-13 08:55:00,1.512,64.22,3.123,112.37,115.03,0.099,Normal
2026-01-06 08:10:00,4.354,62.13,2.72,81.6,104.58,0.643,Normal
2026-01-07 09:05:00,3.464,55.21,2.989,111.29,96.53,0.451,Normal
2026-01-09 06:20:00,5.505,62.69,2.749,82.39,136.1,2.246,Belt Damage
2026-01-07 15:20:00,5.361,62.77,2.244,106.27,99.89,0.165,Joint Failure
2026-01-07 09:20:00,3.275,49.45,2.699,89.12,87.54,1.032,Normal
2026-01-08 08:15:00,3.706,49.93,2.985,85.16,100.07,0.439,Normal
2026-01-16 09:45:00,3.784,66.62,2.971,117.72,117.59,1.211,Overload
2026-01-04 23:30:00,4.062,71.06,2.296,110.12,127.39,1.333,Overload
2026-01-09 15:10:00,3.928,53.97,2.496,99.32,95.47,0.693,Normal
2026-01-01 03:40:00,3.503,50.72,2.828,97.45,113.99,0.461,Normal
2026-01-08 11:30:00,1.984,45.01,2.808,85.76,105.43,0.994,Normal
2026-01-06 07:10:00,2.953,64.62,2.653,103.22,96.96,0.07,Normal
2026-01-17 20:35:00,3.733,60.54,2.712,102.55,96.03,0.146,Normal
2026-01-05 18:50:00,3.39,57.95,2.959,84.42,105.27,0.804,Normal
2026-01-07 03:05:00,2.952,47.29,2.637,87.48,129.12,0.452,Normal
2026-01-11 11:00:00,1.905,47.33,3.019,94.02,84.05,0.358,Normal
2026-01-02 10:25:00,5.001,68.55,3.16,111.92,140.03,2.616,Misalignment
2026-01-15 21:00:00,3.78,56.41,2.641,85.77,116.35,3.794,Misalignment
2026-01-05 21:15:00,5.058,67.96,2.031,126.02,100.33,1.169,Overload
2026-01-06 18:10:00,2.867,63.36,2.858,76.98,117.69,0.47,Normal
2026-01-03 18:45:00,3.537,57.52,2.958,97.64,113.22,0.833,Normal
2026-01-05 11:20:00,4.576,62.86,2.807,96.06,122.62,0.641,Normal
2026-01-08 13:50:00,4.145,62.41,3.006,106.79,95.87,0.694,Normal
2026-01-09 23:40:00,3.211,45.28,2.847,80.18,86.6,1.152,Normal
2026-01-10 01:55:00,4.004,41.81,2.367,108.79,94.24,1.108,Normal
2026-01-09 01:10:00,4.181,51.76,3.199,83.04,107.28,0.585,Normal
2026-01-01 21:20:00,1.444,44.45,2.553,138.28,95.6,2.064,Joint Failure
2026-01-16 18:25:00,1.983,57.34,3.136,108.15,105.22,0.56,Normal
2026-01-07 00:05:00,4.296,63.99,2.633,106.38,143.67,1.335,Misalignment
2026-01-04 23:55:00,5.775,49.99,2.339,83.95,120.75,1.559,Belt Damage
2026-01-15 09:20:00,2.404,71.86,2.759,105.5,127.61,2.019,Belt Damage
2026-01-03 05:55:00,2.8,64.95,2.856,88.96,106.46,4.569,Misalignment
2026-01-11 02:20:00,2.091,57.91,3.233,95.35,115.16,0.287,Normal
2026-01-06 21:50:00,3.695,50.15,2.916,110.32,108.08,1.393,Normal
2026-01-07 12:45:00,7.29,65.7,2.414,84.19,147.59,1.986,Belt Damage
2026-01-14 02:00:00,3.207,52.9,3.164,71.91,103.95,0.907,Normal
2026-01-05 13:35:00,3.282,55.38,2.961,117.65,126.22,3.691,Misalignment
2026-01-08 21:05:00,2.993,53.89,2.85,74.51,91.69,1.09,Normal
2026-01-07 19:50:00,4.038,50.05,3.097,89.82,96.08,0.612,Normal
2026-01-09 13:25:00,3.341,66.24,2.839,83.55,111.76,1.304,Normal
2026-01-14 09:15:00,2.779,50.66,3.274,79.3,110.11,0.95,Normal
2026-01-05 16:30:00,3.878,54.74,2.583,81.15,111.25,2.136,Belt Damage
2026-01-12 10:40:00,4.644,63.33,2.52,85.0,110.8,3.893,Misalignment
2026-01-01 09:20:00,6.012,57.48,2.703,134.92,130.51,1.204,Joint Failure
2026-01-11 21:05:00,3.981,58.4,2.978,98.02,100.1,0.44,Normal
2026-01-01 21:55:00,2.322,41.95,2.73,88.69,108.59,0.583,Normal
2026-01-05 20:05:00,2.937,56.19,2.512,91.56,110.74,1.258,Normal
2026-01-07 12:30:00,2.665,46.14,2.766,86.56,96.9,0.864,Normal
2026-01-05 02:50:00,4.466,60.88,2.505,102.94,95.72,2.094,Misalignment
2026-01-11 15:55:00,4.034,62.55,2.499,122.99,106.93,4.158,Misalignment
2026-01-01 04:40:00,4.23,50.19,2.848,98.35,107.86,1.45,Normal
2026-01-05 13:05:00,3.761,70.54,2.662,106.93,110.31,1.846,Belt Damage
2026-01-03 09:55:00,2.01,69.66,2.767,95.81,92.8,3.096,Misalignment
2026-01-11 06:00:00,4.041,56.41,2.932,117.57,151.2,1.636,Overload
2026-01-06 23:50:00,1.631,55.08,3.099,77.76,87.87,0.37,Normal
2026-01-08 06:15:00,5.25,67.57,2.869,86.24,130.41,0.664,Joint Failure
2026-01-14 10:25:00,2.704,52.01,3.082,88.56,111.92,1.036,Normal
2026-01-02 02:35:00,2.934,66.25,2.78,94.15,121.54,0.624,Normal
2026-01-16 00:00:00,4.439,54.15,3.134,93.81,132.73,2.539,Misalignment
2026-01-03 08:50:00,3.416,47.2,2.334,99.49,123.56,0.75,Normal
2026-01-14 08:05:00,4.833,49.58,3.085,61.74,111.14,1.586,Normal
2026-01-12 03:45:00,3.167,48.97,2.545,114.59,123.65,1.792,Overload
2026-01-07 22:50:00,4.921,60.49,2.558,88.43,123.16,1.301,Belt Damage
2026-01-17 14:30:00,3.282,52.36,3.0,116.92,128.51,5.307,Misalignment
2026-01-15 09:50:00,2.989,58.51,2.678,113.49,112.89,0.523,Normal
2026-01-01 23:50:00,3.072,41.9,2.707,102.25,105.1,0.481,Normal
2026-01-07 13:20:00,4.222,82.9,2.851,125.68,116.93,1.518,Overload
2026-01-09 02:45:00,2.908,47.42,3.115,94.33,102.08,0.849,Normal
2026-01-09 18:00:00,3.621,60.07,2.906,112.54,132.9,0.997,Overload
2026-01-08 21:45:00,3.9,51.64,2.926,95.26,97.23,1.2,Normal
2026-01-08 09:15:00,2.75,58.52,2.946,97.21,86.8,0.517,Normal
2026-01-13 03:35:00,4.992,62.18,2.243,110.54,141.39,0.892,Overload
2026-01-15 14:55:00,3.827,70.0,2.728,117.49,104.11,5.09,Misalignment
2026-01-08 05:35:00,4.78,75.15,2.809,91.1,130.8,1.936,Belt Damage
2026-01-03 13:20:00,3.659,57.06,3.093,95.5,102.28,0.25,Normal
2026-01-17 16:05:00,3.695,46.47,2.95,113.84,110.9,0.565,Normal
2026-01-02 04:00:00,3.411,56.8,2.78,86.6,83.98,0.927,Belt Damage
2026-01-10 00:20:00,2.367,58.07,2.24,98.6,95.16,0.197,Normal
2026-01-10 14:55:00,3.25,57.25,2.601,92.82,103.8,0.785,Normal
2026-01-13 20:40:00,3.147,66.57,2.156,74.88,92.75,1.54,Joint Failure
2026-01-16 07:00:00,6.113,62.86,2.277,118.13,96.97,1.038,Joint Failure
2026-01-04 17:15:00,2.918,52.25,3.087,83.4,90.69,0.659,Normal
2026-01-08 22:50:00,4.61,67.33,3.008,96.62,117.08,4.454,Misalignment
2026-01-06 19:20:00,4.385,60.77,2.412,78.26,128.74,0.475,Belt Damage
2026-01-15 04:15:00,3.472,71.84,2.953,102.82,142.84,0.581,Overload
2026-01-15 18:10:00,2.867,50.95,2.812,103.15,107.2,1.146,Normal
2026-01-15 06:45:00,3.1,53.53,3.091,91.27,104.28,0.464,Normal
2026-01-16 07:20:00,2.018,48.98,2.74,117.75,101.13,0.765,Normal
2026-01-12 16:30:00,2.325,59.46,3.162,91.16,107.18,1.07,Normal
2026-01-06 04:00:00,2.318,51.15,2.636,84.2,101.45,0.88,Normal
2026-01-02 17:30:00,4.078,45.95,2.67,134.61,122.73,2.525,Joint Failure
2026-01-16 05:10:00,4.437,63.7,2.826,83.63,149.51,2.566,Misalignment
2026-01-13 01:55:00,3.0,44.26,2.718,101.45,104.51,0.733,Normal
2026-01-09 23:05:00,5.314,55.93,3.004,68.15,114.37,1.619,Belt Damage
